,movie_id,awards_unclean,award_name,award_qty,extra_award_name,extra_award_qty,nomination_name,nomination_qty,extra_nomination_name,extra_nomination_qty
175582,tt0427309,nominated for 1 golden globe. another 11 wins & 9 nominations.,,,unknown,11.0,golden globe,1.0,unknown,9.0
175583,tt0964587,5 nominations.,,,,,,,unknown,5.0
175585,tt0825232,3 wins & 4 nominations.,,,unknown,3.0,,,unknown,4.0
175586,tt0464141,32 wins & 41 nominations.,,,unknown,32.0,,,unknown,41.0
175587,tt0468569,won 2 oscars. another 151 wins & 154 nominations.,oscar,2.0,unknown,151.0,,,unknown,154.0
175588,tt0448157,4 wins & 11 nominations.,,,unknown,4.0,,,unknown,11.0
175589,tt0795421,nominated for 2 golden globes. another 15 wins & 24 nominations.,,,unknown,15.0,golden globe,2.0,unknown,24.0
175590,tt0479952,3 wins & 11 nominations.,,,unknown,3.0,,,unknown,11.0
175591,tt0830515,nominated for 2 bafta film awards. another 4 wins & 30 nominations.,,,unknown,4.0,bafta,2.0,unknown,30.0
175592,tt0371746,nominated for 2 oscars. another 20 wins & 65 nominations.,,,unknown,20.0,oscar,2.0,unknown,65.0
175593,tt0910970,won 1 oscar. another 89 wins & 90 nominations.,oscar,1.0,unknown,89.0,,,unknown,90.0
175594,tt0499448,2 wins & 20 nominations.,,,unknown,2.0,,,unknown,20.0
175595,tt1010048,won 8 oscars. another 144 wins & 126 nominations.,oscar,8.0,unknown,144.0,,,unknown,126.0
175596,tt0976051,won 1 oscar. another 25 wins & 47 nominations.,oscar,1.0,unknown,25.0,,,unknown,47.0
175597,tt0780536,nominated for 1 oscar. another 24 wins & 53 nominations.,,,unknown,24.0,oscar,1.0,unknown,53.0
175598,tt1125849,nominated for 2 oscars. another 57 wins & 86 nominations.,,,unknown,57.0,oscar,2.0,unknown,86.0
175599,tt1185616,nominated for 1 oscar. another 44 wins & 58 nominations.,,,unknown,44.0,oscar,1.0,unknown,58.0
175600,tt0479968,2 nominations.,,,,,,,unknown,2.0
175601,tt0988595,5 wins & 3 nominations.,,,unknown,5.0,,,unknown,3.0
175602,tt1060277,5 wins & 27 nominations.,,,unknown,5.0,,,unknown,27.0
175603,tt1073498,6 nominations.,,,,,,,unknown,6.0
175604,tt1072755,5 nominations.,,,,,,,unknown,5.0
175605,tt0462499,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
175606,tt0880578,1 win.,,,unknown,1.0,,,,
175607,tt1127884,1 win.,,,unknown,1.0,,,,
175609,tt0406759,2 wins & 3 nominations.,,,unknown,2.0,,,unknown,3.0
175610,tt0770752,5 nominations.,,,,,,,unknown,5.0
175611,tt0832266,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
175612,tt0489099,2 wins & 4 nominations.,,,unknown,2.0,,,unknown,4.0
175613,tt0799934,4 nominations.,,,,,,,unknown,4.0
175615,tt0443274,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
175616,tt1001562,4 nominations.,,,,,,,unknown,4.0
175617,tt0839980,1 win & 4 nominations.,,,unknown,1.0,,,unknown,4.0
175618,tt0467200,3 nominations.,,,,,,,unknown,3.0
175620,tt0997047,1 nomination.,,,,,,,unknown,1.0
175621,tt0970468,1 nomination.,,,,,,,unknown,1.0
175622,tt0200465,3 nominations.,,,,,,,unknown,3.0
175623,tt0451079,1 win & 18 nominations.,,,unknown,1.0,,,unknown,18.0
175624,tt0483607,1 nomination.,,,,,,,unknown,1.0
175626,tt0817538,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
175627,tt1047494,3 nominations.,,,,,,,unknown,3.0
175629,tt0478087,1 win & 5 nominations.,,,unknown,1.0,,,unknown,5.0
175630,tt0489281,2 wins & 5 nominations.,,,unknown,2.0,,,unknown,5.0
175631,tt0379865,1 win & 3 nominations.,,,unknown,1.0,,,unknown,3.0
175632,tt0410377,1 win & 3 nominations.,,,unknown,1.0,,,unknown,3.0
175633,tt0963794,6 nominations.,,,,,,,unknown,6.0
175634,tt0926129,1 win & 3 nominations.,,,unknown,1.0,,,unknown,3.0
175635,tt0858479,3 nominations.,,,,,,,unknown,3.0
175636,tt0421073,1 nomination.,,,,,,,unknown,1.0
175637,tt0969307,4 wins & 4 nominations.,,,unknown,4.0,,,unknown,4.0
175638,tt1091617,2 wins.,,,unknown,2.0,,,,
175639,tt0865556,5 nominations.,,,,,,,unknown,5.0
175640,tt0800039,4 wins & 19 nominations.,,,unknown,4.0,,,unknown,19.0
175641,tt0871426,1 win & 5 nominations.,,,unknown,1.0,,,unknown,5.0
175644,tt0866439,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
175645,tt1012804,1 nomination.,,,,,,,unknown,1.0
175646,tt0811080,13 nominations.,,,,,,,unknown,13.0
175648,tt1000774,2 wins & 12 nominations.,,,unknown,2.0,,,unknown,12.0
175649,tt0482606,1 win & 14 nominations.,,,unknown,1.0,,,unknown,14.0
175650,tt0960144,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
175651,tt0949731,3 wins & 10 nominations.,,,unknown,3.0,,,unknown,10.0
175652,tt0800080,1 win & 8 nominations.,,,unknown,1.0,,,unknown,8.0
175654,tt0425061,2 wins & 6 nominations.,,,unknown,2.0,,,unknown,6.0
175655,tt0811138,5 wins & 8 nominations.,,,unknown,5.0,,,unknown,8.0
175656,tt0846308,2 wins & 5 nominations.,,,unknown,2.0,,,unknown,5.0
175657,tt0493464,nominated for 2 oscars. another 4 wins & 20 nominations.,,,unknown,4.0,oscar,2.0,unknown,20.0
175658,tt0411477,nominated for 1 oscar. another 5 wins & 28 nominations.,,,unknown,5.0,oscar,1.0,unknown,28.0
175659,tt0373051,3 wins & 3 nominations.,,,unknown,3.0,,,unknown,3.0
175660,tt0482603,1 nomination.,,,,,,,unknown,1.0
175661,tt0929629,3 wins & 10 nominations.,,,unknown,3.0,,,unknown,10.0
175662,tt0412536,10 nominations.,,,,,,,unknown,10.0
175663,tt0838283,3 wins & 2 nominations.,,,unknown,3.0,,,unknown,2.0
175665,tt0859163,2 wins & 6 nominations.,,,unknown,2.0,,,unknown,6.0
175666,tt1027862,1 nomination.,,,,,,,unknown,1.0
175667,tt0910936,nominated for 1 golden globe. another 2 wins & 13 nominations.,,,unknown,2.0,golden globe,1.0,unknown,13.0
175668,tt1018785,1 nomination.,,,,,,,unknown,1.0
175670,tt0942385,nominated for 1 oscar. another 10 wins & 43 nominations.,,,unknown,10.0,oscar,1.0,unknown,43.0
175671,tt0486321,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
175672,tt0497465,won 1 oscar. another 31 wins & 53 nominations.,oscar,1.0,unknown,31.0,,,unknown,53.0
175674,tt0452608,1 win & 5 nominations.,,,unknown,1.0,,,unknown,5.0
175675,tt1091751,2 nominations.,,,,,,,unknown,2.0
175676,tt1104733,3 nominations.,,,,,,,unknown,3.0
175677,tt0988047,5 nominations.,,,,,,,unknown,5.0
175678,tt0364970,1 nomination.,,,,,,,unknown,1.0
175680,tt1213644,1 win & 6 nominations.,,,unknown,1.0,,,unknown,6.0
175681,tt0887883,nominated for 2 golden globes. another 5 wins & 27 nominations.,,,unknown,5.0,golden globe,2.0,unknown,27.0
175683,tt1034331,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
175684,tt0430770,4 wins & 4 nominations.,,,unknown,4.0,,,unknown,4.0
175686,tt0800308,4 wins.,,,unknown,4.0,,,,
175687,tt0864761,won 1 oscar. another 7 wins & 21 nominations.,oscar,1.0,unknown,7.0,,,unknown,21.0
175688,tt0995039,3 wins & 2 nominations.,,,unknown,3.0,,,unknown,2.0
175689,tt0465502,1 nomination.,,,,,,,unknown,1.0
175690,tt0947802,1 nomination.,,,,,,,unknown,1.0
175691,tt1046163,1 nomination.,,,,,,,unknown,1.0
175692,tt1059786,3 wins & 8 nominations.,,,unknown,3.0,,,unknown,8.0
175695,tt1014775,2 wins & 7 nominations.,,,unknown,2.0,,,unknown,7.0
175696,tt0861689,15 wins & 19 nominations.,,,unknown,15.0,,,unknown,19.0
175697,tt1054588,1 win.,,,unknown,1.0,,,,
175698,tt0815241,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
175699,tt1032755,1 win & 5 nominations.,,,unknown,1.0,,,unknown,5.0
175700,tt0970411,6 nominations.,,,,,,,unknown,6.0
175701,tt0469903,1 win & 3 nominations.,,,unknown,1.0,,,unknown,3.0
175702,tt1082868,6 nominations.,,,,,,,unknown,6.0
175703,tt0950749,1 nomination.,,,,,,,unknown,1.0
175704,tt0467197,1 nomination.,,,,,,,unknown,1.0
175705,tt0416212,12 wins & 16 nominations.,,,unknown,12.0,,,unknown,16.0
175707,tt1175491,1 win & 7 nominations.,,,unknown,1.0,,,unknown,7.0
175708,tt0824747,nominated for 3 oscars. another 13 wins & 47 nominations.,,,unknown,13.0,oscar,3.0,unknown,47.0
175709,tt0962726,8 wins & 9 nominations.,,,unknown,8.0,,,unknown,9.0
175711,tt0482572,2 nominations.,,,,,,,unknown,2.0
175712,tt1132626,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
175714,tt1045655,1 nomination.,,,,,,,unknown,1.0
175715,tt0430922,1 win & 4 nominations.,,,unknown,1.0,,,unknown,4.0
175716,tt1111948,3 nominations.,,,,,,,unknown,3.0
175717,tt0397892,nominated for 1 oscar. another 1 win & 30 nominations.,,,unknown,1.0,oscar,1.0,unknown,30.0
175718,tt1099212,29 wins & 15 nominations.,,,unknown,29.0,,,unknown,15.0
175719,tt0455824,nominated for 1 oscar. another 11 wins & 35 nominations.,,,unknown,11.0,oscar,1.0,unknown,35.0
175720,tt0369436,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
175721,tt1129442,2 nominations.,,,,,,,unknown,2.0
175722,tt1042877,nominated for 1 golden globe. another 7 wins & 19 nominations.,,,unknown,7.0,golden globe,1.0,unknown,19.0
175723,tt0870111,nominated for 5 oscars. another 21 wins & 71 nominations.,,,unknown,21.0,oscar,5.0,unknown,71.0
175724,tt0450314,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
175725,tt0892255,4 wins & 12 nominations.,,,unknown,4.0,,,unknown,12.0
175727,tt0918927,nominated for 5 oscars. another 26 wins & 88 nominations.,,,unknown,26.0,oscar,5.0,unknown,88.0
175728,tt1205489,nominated for 1 golden globe. another 20 wins & 17 nominations.,,,unknown,20.0,golden globe,1.0,unknown,17.0
175730,tt0420238,1 win & 8 nominations.,,,unknown,1.0,,,unknown,8.0
175731,tt1068680,3 wins & 8 nominations.,,,unknown,3.0,,,unknown,8.0
175732,tt0960731,2 wins & 5 nominations.,,,unknown,2.0,,,unknown,5.0
175733,tt0421715,won 3 oscars. another 77 wins & 155 nominations.,oscar,3.0,unknown,77.0,,,unknown,155.0
175734,tt0822832,2 wins & 4 nominations.,,,unknown,2.0,,,unknown,4.0
175735,tt0831887,2 nominations.,,,,,,,unknown,2.0
175736,tt0985699,2 wins & 11 nominations.,,,unknown,2.0,,,unknown,11.0
175737,tt0959337,nominated for 3 oscars. another 19 wins & 67 nominations.,,,unknown,19.0,oscar,3.0,unknown,67.0
175738,tt1034303,nominated for 1 oscar. another 2 wins & 4 nominations.,,,unknown,2.0,oscar,1.0,unknown,4.0
175739,tt0499549,won 3 oscars. another 85 wins & 128 nominations.,oscar,3.0,unknown,85.0,,,unknown,128.0
175740,tt1080016,3 wins & 13 nominations.,,,unknown,3.0,,,unknown,13.0
175741,tt1190080,5 wins & 21 nominations.,,,unknown,5.0,,,unknown,21.0
175742,tt1049413,won 2 oscars. another 74 wins & 81 nominations.,oscar,2.0,unknown,74.0,,,unknown,81.0
175743,tt1259571,19 wins & 24 nominations.,,,unknown,19.0,,,unknown,24.0
175744,tt0988045,nominated for 2 oscars. another 10 wins & 27 nominations.,,,unknown,10.0,oscar,2.0,unknown,27.0
175745,tt1119646,won 1 golden globe. another 12 wins & 25 nominations.,golden globe,1.0,unknown,12.0,,,unknown,25.0
175746,tt1263670,won 2 oscars. another 36 wins & 29 nominations.,oscar,2.0,unknown,36.0,,,unknown,29.0
175747,tt0878804,won 1 oscar. another 7 wins & 30 nominations.,oscar,1.0,unknown,7.0,,,unknown,30.0
175748,tt0361748,won 1 oscar. another 129 wins & 165 nominations.,oscar,1.0,unknown,129.0,,,unknown,165.0
175749,tt0929632,won 2 oscars. another 111 wins & 98 nominations.,oscar,2.0,unknown,111.0,,,unknown,98.0
175750,tt1193138,nominated for 6 oscars. another 76 wins & 158 nominations.,,,unknown,76.0,oscar,6.0,unknown,158.0
175751,tt0901476,1 win & 8 nominations.,,,unknown,1.0,,,unknown,8.0
175752,tt1139668,1 nomination.,,,,,,,unknown,1.0
175753,tt0785006,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
175754,tt0472198,9 nominations.,,,,,,,unknown,9.0
175755,tt1114740,1 win & 3 nominations.,,,unknown,1.0,,,unknown,3.0
175758,tt1071804,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
175761,tt0815245,2 nominations.,,,,,,,unknown,2.0
175762,tt0886539,4 wins & 4 nominations.,,,unknown,4.0,,,unknown,4.0
175763,tt0327597,nominated for 1 oscar. another 7 wins & 43 nominations.,,,unknown,7.0,oscar,1.0,unknown,43.0
175764,tt0465580,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
175766,tt1093908,1 win & 3 nominations.,,,unknown,1.0,,,unknown,3.0
175767,tt0758746,2 wins & 4 nominations.,,,unknown,2.0,,,unknown,4.0
175768,tt0963178,1 nomination.,,,,,,,unknown,1.0
175770,tt1083456,1 win.,,,unknown,1.0,,,,
175771,tt1142800,1 win & 4 nominations.,,,unknown,1.0,,,unknown,4.0
175772,tt1043451,2 wins & 7 nominations.,,,unknown,2.0,,,unknown,7.0
175773,tt1132620,won 1 bafta film award. another 17 wins & 35 nominations.,bafta,1.0,unknown,17.0,,,unknown,35.0
175774,tt1229827,1 win & 4 nominations.,,,unknown,1.0,,,unknown,4.0
175776,tt0924129,1 win.,,,unknown,1.0,,,,
175778,tt1124388,3 wins.,,,unknown,3.0,,,,
175780,tt0409459,11 wins & 22 nominations.,,,unknown,11.0,,,unknown,22.0
175782,tt1185376,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
175784,tt1151922,2 nominations.,,,,,,,unknown,2.0
175785,tt1239427,1 nomination.,,,,,,,unknown,1.0
175787,tt1135487,nominated for 1 golden globe. another 1 win & 3 nominations.,,,unknown,1.0,golden globe,1.0,unknown,3.0
175788,tt1155056,1 win & 8 nominations.,,,unknown,1.0,,,unknown,8.0
175789,tt0448011,1 win & 5 nominations.,,,unknown,1.0,,,unknown,5.0
175790,tt1127715,14 wins & 18 nominations.,,,unknown,14.0,,,unknown,18.0
175792,tt0492044,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
175793,tt0892782,3 wins & 9 nominations.,,,unknown,3.0,,,unknown,9.0
175795,tt1091722,1 win & 4 nominations.,,,unknown,1.0,,,unknown,4.0
175796,tt1013752,5 wins & 2 nominations.,,,unknown,5.0,,,unknown,2.0
175798,tt1098327,1 nomination.,,,,,,,unknown,1.0
175799,tt1114677,6 wins & 10 nominations.,,,unknown,6.0,,,unknown,10.0
175800,tt1197628,1 win & 4 nominations.,,,unknown,1.0,,,unknown,4.0
175801,tt0974661,3 wins & 5 nominations.,,,unknown,3.0,,,unknown,5.0
175802,tt0473705,2 wins & 4 nominations.,,,unknown,2.0,,,unknown,4.0
175803,tt1132588,1 win.,,,unknown,1.0,,,,
175805,tt1082601,1 nomination.,,,,,,,unknown,1.0
175806,tt1198138,4 wins & 8 nominations.,,,unknown,4.0,,,unknown,8.0
175807,tt0821642,1 win & 3 nominations.,,,unknown,1.0,,,unknown,3.0
175808,tt0821640,1 win.,,,unknown,1.0,,,,
175809,tt0458525,3 wins & 18 nominations.,,,unknown,3.0,,,unknown,18.0
175810,tt1135092,1 win.,,,unknown,1.0,,,,
175814,tt1049400,1 win & 5 nominations.,,,unknown,1.0,,,unknown,5.0
175816,tt1127221,1 nomination.,,,,,,,unknown,1.0
175817,tt1305714,3 wins.,,,unknown,3.0,,,,
175818,tt0438488,2 wins & 13 nominations.,,,unknown,2.0,,,unknown,13.0
175819,tt1078912,2 wins & 9 nominations.,,,unknown,2.0,,,unknown,9.0
175820,tt1103982,1 nomination.,,,,,,,unknown,1.0
175821,tt1054606,nominated for 2 oscars. another 5 wins & 21 nominations.,,,unknown,5.0,oscar,2.0,unknown,21.0
175822,tt1100053,1 nomination.,,,,,,,unknown,1.0
175823,tt1127180,7 wins & 22 nominations.,,,unknown,7.0,,,unknown,22.0
175825,tt0457400,2 wins & 9 nominations.,,,unknown,2.0,,,unknown,9.0
175826,tt1176740,3 wins & 10 nominations.,,,unknown,3.0,,,unknown,10.0
175828,tt0780567,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
175829,tt1111422,1 win & 7 nominations.,,,unknown,1.0,,,unknown,7.0
175830,tt1182345,won 1 bafta film award. another 26 wins & 33 nominations.,bafta,1.0,unknown,26.0,,,unknown,33.0
175831,tt1041829,nominated for 1 golden globe. another 7 wins & 19 nominations.,,,unknown,7.0,golden globe,1.0,unknown,19.0
175832,tt1278340,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
175833,tt1178663,2 wins.,,,unknown,2.0,,,,
175834,tt1078588,4 wins & 3 nominations.,,,unknown,4.0,,,unknown,3.0
175835,tt1179258,3 wins & 2 nominations.,,,unknown,3.0,,,unknown,2.0
175836,tt1152836,1 win & 14 nominations.,,,unknown,1.0,,,unknown,14.0
175837,tt0762105,1 nomination.,,,,,,,unknown,1.0
175838,tt0889583,2 wins & 5 nominations.,,,unknown,2.0,,,unknown,5.0
175839,tt1334537,6 wins & 5 nominations.,,,unknown,6.0,,,unknown,5.0
175842,tt1300563,1 nomination.,,,,,,,unknown,1.0
175844,tt0436339,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
175845,tt1148204,1 win & 7 nominations.,,,unknown,1.0,,,unknown,7.0
175847,tt1187041,2 nominations.,,,,,,,unknown,2.0
175848,tt1226774,nominated for 1 oscar. another 16 wins & 41 nominations.,,,unknown,16.0,oscar,1.0,unknown,41.0
175849,tt1247692,2 nominations.,,,,,,,unknown,2.0
175850,tt1185836,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
175851,tt0775552,2 nominations.,,,,,,,unknown,2.0
175853,tt1201167,3 nominations.,,,,,,,unknown,3.0
175854,tt1313104,won 1 oscar. another 39 wins & 17 nominations.,oscar,1.0,unknown,39.0,,,unknown,17.0
175855,tt0762073,12 wins & 18 nominations.,,,unknown,12.0,,,unknown,18.0
175856,tt0971209,1 nomination.,,,,,,,unknown,1.0
175858,tt0452694,1 win & 5 nominations.,,,unknown,1.0,,,unknown,5.0
175859,tt1230130,4 nominations.,,,,,,,unknown,4.0
175862,tt1333631,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
175863,tt1185431,2 wins & 3 nominations.,,,unknown,2.0,,,unknown,3.0
175864,tt1262981,1 nomination.,,,,,,,unknown,1.0
175866,tt1144884,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
175867,tt1311067,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
175868,tt1127896,8 nominations.,,,,,,,unknown,8.0
175869,tt1228953,1 win & 5 nominations.,,,unknown,1.0,,,unknown,5.0
175872,tt1331025,2 wins & 5 nominations.,,,unknown,2.0,,,unknown,5.0
175873,tt0881891,2 wins & 3 nominations.,,,unknown,2.0,,,unknown,3.0
175875,tt1034032,1 win.,,,unknown,1.0,,,,
175876,tt1396209,1 win.,,,unknown,1.0,,,,
175877,tt1190858,9 wins & 18 nominations.,,,unknown,9.0,,,unknown,18.0
175878,tt0806203,1 nomination.,,,,,,,unknown,1.0
175880,tt0472033,9 nominations.,,,,,,,unknown,9.0
175881,tt1385912,1 win & 5 nominations.,,,unknown,1.0,,,unknown,5.0
175882,tt1232783,2 nominations.,,,,,,,unknown,2.0
175884,tt1326204,14 wins & 2 nominations.,,,unknown,14.0,,,unknown,2.0
175885,tt1280011,1 win.,,,unknown,1.0,,,,
175886,tt0892904,3 wins.,,,unknown,3.0,,,,
175887,tt0485947,11 wins & 5 nominations.,,,unknown,11.0,,,unknown,5.0
175888,tt0844471,nominated for 1 golden globe. another 1 win & 13 nominations.,,,unknown,1.0,golden globe,1.0,unknown,13.0
175889,tt1130080,nominated for 2 golden globes. another 1 win & 18 nominations.,,,unknown,1.0,golden globe,2.0,unknown,18.0
175890,tt0899106,1 win.,,,unknown,1.0,,,,
175891,tt0810784,nominated for 1 oscar. another 16 wins & 52 nominations.,,,unknown,16.0,oscar,1.0,unknown,52.0
175894,tt1017460,4 wins & 23 nominations.,,,unknown,4.0,,,unknown,23.0
175896,tt1016075,1 nomination.,,,,,,,unknown,1.0
175899,tt1337032,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
175900,tt0790627,1 nomination.,,,,,,,unknown,1.0
175901,tt1035736,nominated for 1 oscar. another 5 wins & 19 nominations.,,,unknown,5.0,oscar,1.0,unknown,19.0
175902,tt1058017,1 nomination.,,,,,,,unknown,1.0
175903,tt1172233,8 nominations.,,,,,,,unknown,8.0
175904,tt1156398,9 wins & 28 nominations.,,,unknown,9.0,,,unknown,28.0
175905,tt1019452,nominated for 2 oscars. another 17 wins & 72 nominations.,,,unknown,17.0,oscar,2.0,unknown,72.0
175906,tt1078940,1 win & 4 nominations.,,,unknown,1.0,,,unknown,4.0
175907,tt1226271,5 nominations.,,,,,,,unknown,5.0
175909,tt1213585,5 wins & 8 nominations.,,,unknown,5.0,,,unknown,8.0
175910,tt1144551,1 nomination.,,,,,,,unknown,1.0
175911,tt1174732,nominated for 3 oscars. another 35 wins & 91 nominations.,,,unknown,35.0,oscar,3.0,unknown,91.0
175913,tt1187064,1 win & 5 nominations.,,,unknown,1.0,,,unknown,5.0
175914,tt0814335,2 nominations.,,,,,,,unknown,2.0
175915,tt0386117,nominated for 1 golden globe. another 7 wins & 53 nominations.,,,unknown,7.0,golden globe,1.0,unknown,53.0
175917,tt1190536,1 win & 4 nominations.,,,unknown,1.0,,,unknown,4.0
175919,tt1187044,nominated for 1 golden globe. another 34 wins & 21 nominations.,,,unknown,34.0,golden globe,1.0,unknown,21.0
175920,tt0880570,1 nomination.,,,,,,,unknown,1.0
175921,tt1129445,3 wins & 4 nominations.,,,unknown,3.0,,,unknown,4.0
175922,tt0375568,4 nominations.,,,,,,,unknown,4.0
175923,tt0450405,1 win.,,,unknown,1.0,,,,
175924,tt1233227,2 nominations.,,,,,,,unknown,2.0
175925,tt0870984,21 wins & 30 nominations.,,,unknown,21.0,,,unknown,30.0
175926,tt1220220,1 win.,,,unknown,1.0,,,,
175927,tt1132193,2 wins.,,,unknown,2.0,,,,
175929,tt1268809,1 nomination.,,,,,,,unknown,1.0
175932,tt1172994,3 wins & 6 nominations.,,,unknown,3.0,,,unknown,6.0
175934,tt0362478,6 nominations.,,,,,,,unknown,6.0
175935,tt1220198,1 nomination.,,,,,,,unknown,1.0
175936,tt1234548,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
175937,tt1114680,11 wins & 4 nominations.,,,unknown,11.0,,,unknown,4.0
175940,tt0790712,nominated for 2 oscars. another 17 wins & 44 nominations.,,,unknown,17.0,oscar,2.0,unknown,44.0
175941,tt1241316,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
175943,tt0962736,won 1 oscar. another 12 wins & 17 nominations.,oscar,1.0,unknown,12.0,,,unknown,17.0
175944,tt0432283,nominated for 2 oscars. another 32 wins & 60 nominations.,,,unknown,32.0,oscar,2.0,unknown,60.0
175945,tt0762125,4 wins & 4 nominations.,,,unknown,4.0,,,unknown,4.0
175946,tt1095217,3 wins & 9 nominations.,,,unknown,3.0,,,unknown,9.0
175949,tt0976238,5 nominations.,,,,,,,unknown,5.0
175950,tt0898367,nominated for 1 bafta film award. another 5 wins & 31 nominations.,,,unknown,5.0,bafta,1.0,unknown,31.0
175952,tt1134629,1 win & 4 nominations.,,,unknown,1.0,,,unknown,4.0
175955,tt0765010,nominated for 2 golden globes. another 4 wins & 13 nominations.,,,unknown,4.0,golden globe,2.0,unknown,13.0
175956,tt0780511,nominated for 1 golden globe. another 1 win & 5 nominations.,,,unknown,1.0,golden globe,1.0,unknown,5.0
175959,tt1057500,nominated for 2 oscars. another 10 wins & 33 nominations.,,,unknown,10.0,oscar,2.0,unknown,33.0
175960,tt1315981,nominated for 1 oscar. another 36 wins & 55 nominations.,,,unknown,36.0,oscar,1.0,unknown,55.0
175961,tt1233219,2 nominations.,,,,,,,unknown,2.0
175964,tt0380510,nominated for 1 oscar. another 10 wins & 45 nominations.,,,unknown,10.0,oscar,1.0,unknown,45.0
175965,tt0780521,nominated for 3 oscars. another 11 wins & 38 nominations.,,,unknown,11.0,oscar,3.0,unknown,38.0
175966,tt1433540,5 wins & 5 nominations.,,,unknown,5.0,,,unknown,5.0
175967,tt1314228,1 nomination.,,,,,,,unknown,1.0
175968,tt0875034,nominated for 4 oscars. another 8 wins & 56 nominations.,,,unknown,8.0,oscar,4.0,unknown,56.0
175969,tt0951335,1 nomination.,,,,,,,unknown,1.0
175971,tt1231580,3 wins.,,,unknown,3.0,,,,
175972,tt1230414,nominated for 3 golden globes. another 8 wins & 12 nominations.,,,unknown,8.0,golden globe,3.0,unknown,12.0
175973,tt0435761,won 2 oscars. another 58 wins & 91 nominations.,oscar,2.0,unknown,58.0,,,unknown,91.0
175974,tt1014759,won 2 oscars. another 31 wins & 62 nominations.,oscar,2.0,unknown,31.0,,,unknown,62.0
175975,tt1375666,won 4 oscars. another 152 wins & 203 nominations.,oscar,4.0,unknown,152.0,,,unknown,203.0
175976,tt0892791,1 win & 13 nominations.,,,unknown,1.0,,,unknown,13.0
175977,tt1325004,22 wins & 34 nominations.,,,unknown,22.0,,,unknown,34.0
175978,tt1228705,nominated for 1 oscar. another 7 wins & 42 nominations.,,,unknown,7.0,oscar,1.0,unknown,42.0
175979,tt0398286,nominated for 1 oscar. another 9 wins & 40 nominations.,,,unknown,9.0,oscar,1.0,unknown,40.0
175980,tt1323594,nominated for 1 golden globe. another 3 wins & 40 nominations.,,,unknown,3.0,golden globe,1.0,unknown,40.0
175981,tt0892769,nominated for 2 oscars. another 25 wins & 60 nominations.,,,unknown,25.0,oscar,2.0,unknown,60.0
175982,tt1285016,won 3 oscars. another 165 wins & 168 nominations.,oscar,3.0,unknown,165.0,,,unknown,168.0
175983,tt1504320,won 4 oscars. another 103 wins & 194 nominations.,oscar,4.0,unknown,103.0,,,unknown,194.0
175984,tt0947798,won 1 oscar. another 91 wins & 257 nominations.,oscar,1.0,unknown,91.0,,,unknown,257.0
175985,tt0964517,won 2 oscars. another 72 wins & 116 nominations.,oscar,2.0,unknown,72.0,,,unknown,116.0
175986,tt1542344,nominated for 6 oscars. another 23 wins & 141 nominations.,,,unknown,23.0,oscar,6.0,unknown,141.0
175987,tt1468737,5 wins.,,,unknown,5.0,,,,
175990,tt1351224,4 wins.,,,unknown,4.0,,,,
175991,tt1037705,3 wins & 16 nominations.,,,unknown,3.0,,,unknown,16.0
175992,tt1244659,1 win.,,,unknown,1.0,,,,
175994,tt0808510,1 win & 4 nominations.,,,unknown,1.0,,,unknown,4.0
175996,tt1226273,1 nomination.,,,,,,,unknown,1.0
175997,tt1185416,3 nominations.,,,,,,,unknown,3.0
175998,tt1328913,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
175999,tt0989757,4 wins & 8 nominations.,,,unknown,4.0,,,unknown,8.0
176001,tt1323045,2 wins & 5 nominations.,,,unknown,2.0,,,unknown,5.0
