,movie_id,awards_unclean,award_name,award_qty,extra_award_name,extra_award_qty,nomination_name,nomination_qty,extra_nomination_name,extra_nomination_qty
30600,tt0399616,1 win.,,,unknown,1.0,,,,
30602,tt1729607,1 nomination.,,,,,,,unknown,1.0
30624,tt4430002,nominated for 1 oscar. another 2 wins & 2 nominations.,,,unknown,2.0,oscar,1.0,unknown,2.0
30640,tt0488673,1 win.,,,unknown,1.0,,,,
30647,tt1528825,2 nominations.,,,,,,,unknown,2.0
30656,tt0245330,1 win.,,,unknown,1.0,,,,
30657,tt0855869,2 nominations.,,,,,,,unknown,2.0
30661,tt1029269,4 wins & 1 nomination.,,,unknown,4.0,,,unknown,1.0
30670,tt1385542,2 wins.,,,unknown,2.0,,,,
30685,tt3709644,1 win.,,,unknown,1.0,,,,
30690,tt0081514,nominated for 1 golden globe. another 1 win & 6 nominations.,,,unknown,1.0,golden globe,1.0,unknown,6.0
30700,tt0120423,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
30707,tt2545338,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
30721,tt1613859,1 win.,,,unknown,1.0,,,,
30726,tt3623668,2 nominations.,,,,,,,unknown,2.0
30732,tt2073520,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
30734,tt6273388,1 win.,,,unknown,1.0,,,,
30740,tt1913051,1 win.,,,unknown,1.0,,,,
30742,tt2146840,8 nominations.,,,,,,,unknown,8.0
30759,tt1545531,1 win.,,,unknown,1.0,,,,
30764,tt0083874,2 wins.,,,unknown,2.0,,,,
30765,tt3072940,1 nomination.,,,,,,,unknown,1.0
30771,tt1706433,1 nomination.,,,,,,,unknown,1.0
30775,tt1278464,2 nominations.,,,,,,,unknown,2.0
30805,tt0804221,1 nomination.,,,,,,,unknown,1.0
30821,tt1424067,1 win & 3 nominations.,,,unknown,1.0,,,unknown,3.0
30841,tt0487945,1 nomination.,,,,,,,unknown,1.0
30858,tt2705582,won 1 primetime emmy. another 1 nomination.,primetime emmy,1.0,,,,,unknown,1.0
30883,tt4076058,5 wins & 9 nominations.,,,unknown,5.0,,,unknown,9.0
30888,tt0192952,won 1 primetime emmy. another 1 win.,primetime emmy,1.0,unknown,1.0,,,,
30891,tt0272338,nominated for 1 golden globe. another 14 wins & 35 nominations.,,,unknown,14.0,golden globe,1.0,unknown,35.0
30896,tt1995236,1 nomination.,,,,,,,unknown,1.0
30909,tt4362656,1 win & 5 nominations.,,,unknown,1.0,,,unknown,5.0
30928,tt0091888,1 win.,,,unknown,1.0,,,,
30943,tt0069528,nominated for 3 oscars. another 3 wins & 7 nominations.,,,unknown,3.0,oscar,3.0,unknown,7.0
30953,tt0370621,1 win.,,,unknown,1.0,,,,
30956,tt0408142,3 wins & 1 nomination.,,,unknown,3.0,,,unknown,1.0
30962,tt4536766,1 nomination.,,,,,,,unknown,1.0
30975,tt0449959,1 nomination.,,,,,,,unknown,1.0
31019,tt0089313,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
31041,tt2470684,4 nominations.,,,,,,,unknown,4.0
31049,tt0241492,4 nominations.,,,,,,,unknown,4.0
31051,tt0075052,nominated for 1 oscar. another 1 nomination.,,,,,oscar,1.0,unknown,1.0
31068,tt4611402,3 wins.,,,unknown,3.0,,,,
31087,tt4423778,3 wins.,,,unknown,3.0,,,,
31093,tt0211007,1 win.,,,unknown,1.0,,,,
31094,tt2369610,1 nomination.,,,,,,,unknown,1.0
31102,tt1493842,1 nomination.,,,,,,,unknown,1.0
31119,tt4529508,1 win.,,,unknown,1.0,,,,
31146,tt4132200,4 wins & 4 nominations.,,,unknown,4.0,,,unknown,4.0
31148,tt0266820,1 nomination.,,,,,,,unknown,1.0
31174,tt2214887,2 nominations.,,,,,,,unknown,2.0
31177,tt0287577,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
31182,tt0367104,1 win.,,,unknown,1.0,,,,
31183,tt3675886,1 nomination.,,,,,,,unknown,1.0
31188,tt0059177,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
31202,tt2532124,1 nomination.,,,,,,,unknown,1.0
31203,tt0075946,6 nominations.,,,,,,,unknown,6.0
31219,tt1345863,1 win.,,,unknown,1.0,,,,
31231,tt0087561,won 1 primetime emmy. another 1 win & 3 nominations.,primetime emmy,1.0,unknown,1.0,,,unknown,3.0
31234,tt3089684,2 wins & 3 nominations.,,,unknown,2.0,,,unknown,3.0
31241,tt0059927,won 1 golden globe. another 3 nominations.,golden globe,1.0,,,,,unknown,3.0
31254,tt0111284,1 win & 4 nominations.,,,unknown,1.0,,,unknown,4.0
31267,tt0112393,2 nominations.,,,,,,,unknown,2.0
31270,tt3578784,3 wins & 1 nomination.,,,unknown,3.0,,,unknown,1.0
31293,tt0893589,7 wins & 2 nominations.,,,unknown,7.0,,,unknown,2.0
31316,tt0160915,1 nomination.,,,,,,,unknown,1.0
31323,tt1482461,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
31332,tt6190356,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
31349,tt0367160,1 win.,,,unknown,1.0,,,,
31384,tt0393403,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
31388,tt1737622,1 win.,,,unknown,1.0,,,,
31389,tt5778772,1 win.,,,unknown,1.0,,,,
31396,tt2378507,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
31404,tt1159644,2 nominations.,,,,,,,unknown,2.0
31405,tt0246125,1 nomination.,,,,,,,unknown,1.0
31410,tt2279273,1 nomination.,,,,,,,unknown,1.0
31442,tt0131107,1 nomination.,,,,,,,unknown,1.0
31443,tt0107688,nominated for 1 oscar. another 7 wins & 12 nominations.,,,unknown,7.0,oscar,1.0,unknown,12.0
31464,tt2216696,1 win.,,,unknown,1.0,,,,
31467,tt2660888,nominated for 1 oscar. another 3 wins & 26 nominations.,,,unknown,3.0,oscar,1.0,unknown,26.0
31478,tt0280801,8 wins.,,,unknown,8.0,,,,
31479,tt1245529,2 wins.,,,unknown,2.0,,,,
31495,tt3341268,1 nomination.,,,,,,,unknown,1.0
31510,tt1782564,1 nomination.,,,,,,,unknown,1.0
31512,tt0385524,1 win.,,,unknown,1.0,,,,
31530,tt3411688,1 nomination.,,,,,,,unknown,1.0
31559,tt0094882,nominated for 1 golden globe. another 2 nominations.,,,,,golden globe,1.0,unknown,2.0
31580,tt0482268,1 nomination.,,,,,,,unknown,1.0
31588,tt3238168,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
31618,tt0490857,2 wins & 3 nominations.,,,unknown,2.0,,,unknown,3.0
31625,tt1411274,6 wins.,,,unknown,6.0,,,,
31626,tt0765812,1 win.,,,unknown,1.0,,,,
31638,tt1987007,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
31639,tt0464267,1 nomination.,,,,,,,unknown,1.0
31652,tt0062370,3 wins.,,,unknown,3.0,,,,
31654,tt1446489,3 wins.,,,unknown,3.0,,,,
31659,tt0050994,1 nomination.,,,,,,,unknown,1.0
31666,tt1606711,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
31673,tt0264616,5 wins & 16 nominations.,,,unknown,5.0,,,unknown,16.0
31692,tt0492337,1 nomination.,,,,,,,unknown,1.0
31709,tt1865425,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
31722,tt3618496,1 nomination.,,,,,,,unknown,1.0
31738,tt5050766,4 wins.,,,unknown,4.0,,,,
31767,tt0204423,1 win.,,,unknown,1.0,,,,
31789,tt0076172,nominated for 1 oscar. another 3 nominations.,,,,,oscar,1.0,unknown,3.0
31811,tt2062483,1 win.,,,unknown,1.0,,,,
31832,tt3170526,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
31849,tt0413458,1 win.,,,unknown,1.0,,,,
31851,tt4119052,7 wins & 4 nominations.,,,unknown,7.0,,,unknown,4.0
31863,tt0412260,3 wins.,,,unknown,3.0,,,,
31870,tt2062673,2 wins & 4 nominations.,,,unknown,2.0,,,unknown,4.0
31877,tt0209097,2 wins.,,,unknown,2.0,,,,
31880,tt0144861,1 win.,,,unknown,1.0,,,,
31888,tt0932541,1 nomination.,,,,,,,unknown,1.0
31900,tt2719460,1 nomination.,,,,,,,unknown,1.0
31901,tt0026316,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
31905,tt1716739,1 win.,,,unknown,1.0,,,,
31906,tt0151396,1 nomination.,,,,,,,unknown,1.0
31912,tt4640564,4 wins & 1 nomination.,,,unknown,4.0,,,unknown,1.0
31919,tt4536334,1 nomination.,,,,,,,unknown,1.0
31921,tt0373283,16 wins & 2 nominations.,,,unknown,16.0,,,unknown,2.0
31947,tt0120305,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
31960,tt1209430,2 wins.,,,unknown,2.0,,,,
31963,tt1825678,1 nomination.,,,,,,,unknown,1.0
31968,tt0120369,2 wins.,,,unknown,2.0,,,,
31973,tt2239866,3 wins & 16 nominations.,,,unknown,3.0,,,unknown,16.0
31975,tt0326060,1 win.,,,unknown,1.0,,,,
31978,tt1764666,3 nominations.,,,,,,,unknown,3.0
31979,tt2014351,5 wins.,,,unknown,5.0,,,,
32004,tt4036210,1 win.,,,unknown,1.0,,,,
32038,tt0114284,2 nominations.,,,,,,,unknown,2.0
32048,tt0240462,3 wins & 6 nominations.,,,unknown,3.0,,,unknown,6.0
32052,tt0283155,2 wins.,,,unknown,2.0,,,,
32070,tt0457436,6 wins & 7 nominations.,,,unknown,6.0,,,unknown,7.0
32088,tt0444338,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
32091,tt5037358,1 nomination.,,,,,,,unknown,1.0
32098,tt0307225,1 win.,,,unknown,1.0,,,,
32119,tt0386649,2 nominations.,,,,,,,unknown,2.0
32150,tt0810850,1 win.,,,unknown,1.0,,,,
32152,tt0092274,4 wins.,,,unknown,4.0,,,,
32155,tt1390411,1 win & 5 nominations.,,,unknown,1.0,,,unknown,5.0
32158,tt3176914,2 wins & 5 nominations.,,,unknown,2.0,,,unknown,5.0
32163,tt2132486,3 wins.,,,unknown,3.0,,,,
32167,tt0443507,2 wins.,,,unknown,2.0,,,,
32172,tt2300710,2 wins.,,,unknown,2.0,,,,
32178,tt6118040,2 nominations.,,,,,,,unknown,2.0
32182,tt1837613,nominated for 1 bafta film award. another 1 nomination.,,,,,bafta,1.0,unknown,1.0
32183,tt2234021,1 win.,,,unknown,1.0,,,,
32199,tt0452188,1 win.,,,unknown,1.0,,,,
32200,tt0388684,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
32206,tt3613002,1 win.,,,unknown,1.0,,,,
32220,tt0098382,4 wins & 3 nominations.,,,unknown,4.0,,,unknown,3.0
32228,tt0083962,1 nomination.,,,,,,,unknown,1.0
32258,tt0104350,4 wins & 7 nominations.,,,unknown,4.0,,,unknown,7.0
32261,tt2403393,2 nominations.,,,,,,,unknown,2.0
32277,tt1565032,5 wins & 1 nomination.,,,unknown,5.0,,,unknown,1.0
32286,tt1819601,1 win.,,,unknown,1.0,,,,
32301,tt6271806,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
32318,tt0299172,5 nominations.,,,,,,,unknown,5.0
32319,tt1987605,1 nomination.,,,,,,,unknown,1.0
32320,tt0123833,4 wins & 1 nomination.,,,unknown,4.0,,,unknown,1.0
32323,tt0066279,nominated for 2 bafta film awards. another 1 nomination.,,,,,bafta,2.0,unknown,1.0
32328,tt0312992,1 win.,,,unknown,1.0,,,,
32329,tt0780588,2 wins.,,,unknown,2.0,,,,
32334,tt4781490,2 wins.,,,unknown,2.0,,,,
32341,tt0290230,1 nomination.,,,,,,,unknown,1.0
32344,tt1344427,1 win.,,,unknown,1.0,,,,
32349,tt1876330,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
32352,tt0342816,1 win.,,,unknown,1.0,,,,
32353,tt2677766,4 nominations.,,,,,,,unknown,4.0
32356,tt1790807,1 win.,,,unknown,1.0,,,,
32358,tt4484238,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
32360,tt3725458,1 win.,,,unknown,1.0,,,,
32378,tt1747932,1 nomination.,,,,,,,unknown,1.0
32380,tt0482552,1 nomination.,,,,,,,unknown,1.0
32391,tt0481574,1 nomination.,,,,,,,unknown,1.0
32397,tt1478291,1 nomination.,,,,,,,unknown,1.0
32398,tt3123902,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
32414,tt1428556,2 nominations.,,,,,,,unknown,2.0
32417,tt0082487,1 nomination.,,,,,,,unknown,1.0
32431,tt3382636,2 wins & 4 nominations.,,,unknown,2.0,,,unknown,4.0
32432,tt0110842,2 wins.,,,unknown,2.0,,,,
32450,tt2485114,2 nominations.,,,,,,,unknown,2.0
32458,tt0357961,1 win.,,,unknown,1.0,,,,
32472,tt1485799,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
32488,tt2265509,1 nomination.,,,,,,,unknown,1.0
32529,tt0369273,1 win.,,,unknown,1.0,,,,
32540,tt0328547,1 win.,,,unknown,1.0,,,,
32541,tt0286520,2 wins.,,,unknown,2.0,,,,
32549,tt0083000,6 nominations.,,,,,,,unknown,6.0
32558,tt0284946,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
32614,tt0289461,1 nomination.,,,,,,,unknown,1.0
32645,tt2475352,10 wins & 7 nominations.,,,unknown,10.0,,,unknown,7.0
32647,tt5766968,1 nomination.,,,,,,,unknown,1.0
32665,tt0200486,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
32670,tt2709768,4 wins & 15 nominations.,,,unknown,4.0,,,unknown,15.0
32681,tt0240885,nominated for 1 oscar. another 6 wins & 1 nomination.,,,unknown,6.0,oscar,1.0,unknown,1.0
32697,tt0415111,2 wins.,,,unknown,2.0,,,,
32707,tt5662802,1 nomination.,,,,,,,unknown,1.0
32718,tt1913052,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
32722,tt3342992,2 nominations.,,,,,,,unknown,2.0
32747,tt3129916,2 nominations.,,,,,,,unknown,2.0
32750,tt6465036,2 wins.,,,unknown,2.0,,,,
32753,tt0133413,nominated for 1 golden globe. another 2 wins & 5 nominations.,,,unknown,2.0,golden globe,1.0,unknown,5.0
32756,tt1965118,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
32770,tt6046122,3 wins & 2 nominations.,,,unknown,3.0,,,unknown,2.0
32772,tt0222143,1 nomination.,,,,,,,unknown,1.0
32778,tt5272052,1 nomination.,,,,,,,unknown,1.0
32784,tt3687652,1 nomination.,,,,,,,unknown,1.0
32795,tt2332579,1 win & 4 nominations.,,,unknown,1.0,,,unknown,4.0
32835,tt1808535,2 wins.,,,unknown,2.0,,,,
32837,tt2028550,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
32851,tt1125800,1 win.,,,unknown,1.0,,,,
32854,tt1297296,1 nomination.,,,,,,,unknown,1.0
32875,tt0120340,1 nomination.,,,,,,,unknown,1.0
32890,tt0389823,2 nominations.,,,,,,,unknown,2.0
32902,tt1286537,nominated for 1 oscar. another 7 wins & 19 nominations.,,,unknown,7.0,oscar,1.0,unknown,19.0
32922,tt2518122,1 win.,,,unknown,1.0,,,,
32932,tt1343703,7 wins & 13 nominations.,,,unknown,7.0,,,unknown,13.0
32940,tt4372362,1 win.,,,unknown,1.0,,,,
32956,tt3008460,1 win.,,,unknown,1.0,,,,
32966,tt3846566,2 wins.,,,unknown,2.0,,,,
32987,tt2474024,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
32998,tt0317234,6 wins & 4 nominations.,,,unknown,6.0,,,unknown,4.0
33000,tt4572826,2 nominations.,,,,,,,unknown,2.0
33001,tt0050986,nominated for 1 oscar. another 16 wins & 2 nominations.,,,unknown,16.0,oscar,1.0,unknown,2.0
33004,tt1604593,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
33012,tt1519640,2 nominations.,,,,,,,unknown,2.0
33014,tt0094716,1 win.,,,unknown,1.0,,,,
33024,tt3564802,2 wins.,,,unknown,2.0,,,,
33037,tt1239285,2 nominations.,,,,,,,unknown,2.0
33040,tt0134828,5 wins & 2 nominations.,,,unknown,5.0,,,unknown,2.0
33048,tt1173515,1 nomination.,,,,,,,unknown,1.0
33057,tt1797545,1 win.,,,unknown,1.0,,,,
33058,tt3003858,1 win & 4 nominations.,,,unknown,1.0,,,unknown,4.0
33073,tt4499572,1 win.,,,unknown,1.0,,,,
33076,tt0173460,1 win.,,,unknown,1.0,,,,
33077,tt0417459,1 win.,,,unknown,1.0,,,,
33096,tt1316078,9 wins & 11 nominations.,,,unknown,9.0,,,unknown,11.0
33100,tt0078353,1 win.,,,unknown,1.0,,,,
33107,tt0495880,1 nomination.,,,,,,,unknown,1.0
33109,tt0756627,1 win.,,,unknown,1.0,,,,
33117,tt0136947,1 nomination.,,,,,,,unknown,1.0
33118,tt0115762,4 wins.,,,unknown,4.0,,,,
33137,tt0090749,nominated for 1 primetime emmy. another 1 nomination.,,,,,primetime emmy,1.0,unknown,1.0
33154,tt0455406,1 nomination.,,,,,,,unknown,1.0
33182,tt0443295,2 wins & 4 nominations.,,,unknown,2.0,,,unknown,4.0
33186,tt3506532,1 nomination.,,,,,,,unknown,1.0
33189,tt0329028,1 win & 7 nominations.,,,unknown,1.0,,,unknown,7.0
33199,tt1571572,2 nominations.,,,,,,,unknown,2.0
33207,tt1991059,3 wins.,,,unknown,3.0,,,,
33210,tt0404430,1 win.,,,unknown,1.0,,,,
33213,tt0297445,1 nomination.,,,,,,,unknown,1.0
33232,tt1327033,1 nomination.,,,,,,,unknown,1.0
33246,tt1849856,2 nominations.,,,,,,,unknown,2.0
33252,tt0932539,1 win.,,,unknown,1.0,,,,
33253,tt1343092,won 2 oscars. another 47 wins & 83 nominations.,oscar,2.0,unknown,47.0,,,unknown,83.0
33254,tt0168847,5 wins & 1 nomination.,,,unknown,5.0,,,unknown,1.0
33256,tt2653860,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
33265,tt0107220,1 win & 3 nominations.,,,unknown,1.0,,,unknown,3.0
33267,tt4151162,1 nomination.,,,,,,,unknown,1.0
33268,tt3913256,1 win.,,,unknown,1.0,,,,
33276,tt1524083,2 wins.,,,unknown,2.0,,,,
33280,tt5128738,1 nomination.,,,,,,,unknown,1.0
33286,tt0008443,1 win.,,,unknown,1.0,,,,
33304,tt2483720,1 nomination.,,,,,,,unknown,1.0
33305,tt4574682,4 wins & 1 nomination.,,,unknown,4.0,,,unknown,1.0
33310,tt1183736,1 nomination.,,,,,,,unknown,1.0
33334,tt5445088,1 nomination.,,,,,,,unknown,1.0
33337,tt0116574,6 wins.,,,unknown,6.0,,,,
33345,tt0398117,1 win.,,,unknown,1.0,,,,
33354,tt0275414,1 win.,,,unknown,1.0,,,,
33361,tt0103244,7 wins & 2 nominations.,,,unknown,7.0,,,unknown,2.0
33363,tt3690398,3 nominations.,,,,,,,unknown,3.0
33366,tt1196595,4 wins.,,,unknown,4.0,,,,
33372,tt0421729,1 win & 5 nominations.,,,unknown,1.0,,,unknown,5.0
33390,tt0810970,1 nomination.,,,,,,,unknown,1.0
33392,tt6333092,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
33400,tt0030993,won 2 oscars. another 7 nominations.,oscar,2.0,,,,,unknown,7.0
33404,tt1692084,1 win.,,,unknown,1.0,,,,
33405,tt0283642,3 wins.,,,unknown,3.0,,,,
33419,tt0084503,won 2 bafta film awards. another 1 win & 1 nomination.,bafta,2.0,unknown,1.0,,,unknown,1.0
33435,tt4129870,1 win & 3 nominations.,,,unknown,1.0,,,unknown,3.0
33437,tt0079171,1 win.,,,unknown,1.0,,,,
33476,tt0107232,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
33485,tt0386757,1 win.,,,unknown,1.0,,,,
33490,tt5075840,2 nominations.,,,,,,,unknown,2.0
33532,tt3723824,1 win.,,,unknown,1.0,,,,
33550,tt2089625,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
33551,tt5082916,2 nominations.,,,,,,,unknown,2.0
33554,tt1468039,5 nominations.,,,,,,,unknown,5.0
33560,tt1019424,1 win.,,,unknown,1.0,,,,
33565,tt5452780,3 nominations.,,,,,,,unknown,3.0
33579,tt2901516,6 wins & 4 nominations.,,,unknown,6.0,,,unknown,4.0
33584,tt0852989,4 wins.,,,unknown,4.0,,,,
33597,tt0218678,1 win.,,,unknown,1.0,,,,
33606,tt3246410,1 nomination.,,,,,,,unknown,1.0
33614,tt5784588,3 nominations.,,,,,,,unknown,3.0
33617,tt0079407,1 win.,,,unknown,1.0,,,,
33639,tt2224496,1 nomination.,,,,,,,unknown,1.0
33644,tt0997273,2 nominations.,,,,,,,unknown,2.0
33645,tt1373459,3 wins.,,,unknown,3.0,,,,
33654,tt1298566,2 nominations.,,,,,,,unknown,2.0
33656,tt3397556,3 nominations.,,,,,,,unknown,3.0
33664,tt0060771,1 win.,,,unknown,1.0,,,,
33675,tt0108102,1 win.,,,unknown,1.0,,,,
33696,tt0246460,nominated for 1 golden globe. another 6 wins & 34 nominations.,,,unknown,6.0,golden globe,1.0,unknown,34.0
33709,tt2096653,1 nomination.,,,,,,,unknown,1.0
33711,tt0485514,6 wins.,,,unknown,6.0,,,,
33712,tt1620576,1 win.,,,unknown,1.0,,,,
33744,tt1227153,1 win.,,,unknown,1.0,,,,
33750,tt0066482,1 win.,,,unknown,1.0,,,,
33753,tt0338364,2 wins.,,,unknown,2.0,,,,
33754,tt2950246,1 win.,,,unknown,1.0,,,,
33761,tt1756489,1 nomination.,,,,,,,unknown,1.0
33774,tt1288642,1 nomination.,,,,,,,unknown,1.0
33780,tt0222807,1 win.,,,unknown,1.0,,,,
33784,tt2815468,4 wins & 1 nomination.,,,unknown,4.0,,,unknown,1.0
33797,tt3532278,1 win.,,,unknown,1.0,,,,
33800,tt0128282,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
33822,tt0881922,1 win.,,,unknown,1.0,,,,
33869,tt2622854,1 win.,,,unknown,1.0,,,,
33876,tt1925518,3 wins.,,,unknown,3.0,,,,
33878,tt2518924,15 wins & 3 nominations.,,,unknown,15.0,,,unknown,3.0
33887,tt0358620,1 win & 4 nominations.,,,unknown,1.0,,,unknown,4.0
33892,tt0119002,10 wins & 8 nominations.,,,unknown,10.0,,,unknown,8.0
33896,tt0206193,nominated for 1 primetime emmy. another 1 nomination.,,,,,primetime emmy,1.0,unknown,1.0
33919,tt3162788,1 nomination.,,,,,,,unknown,1.0
33955,tt0059825,nominated for 1 oscar. another 1 win & 2 nominations.,,,unknown,1.0,oscar,1.0,unknown,2.0
33961,tt0093690,nominated for 1 golden globe. another 2 wins.,,,unknown,2.0,golden globe,1.0,,
33997,tt0938340,1 win.,,,unknown,1.0,,,,
34018,tt0301173,1 nomination.,,,,,,,unknown,1.0
34023,tt0425125,6 wins & 5 nominations.,,,unknown,6.0,,,unknown,5.0
34048,tt2288047,1 win & 5 nominations.,,,unknown,1.0,,,unknown,5.0
34064,tt0963207,nominated for 1 primetime emmy. another 1 win & 3 nominations.,,,unknown,1.0,primetime emmy,1.0,unknown,3.0
34066,tt1146285,2 wins & 10 nominations.,,,unknown,2.0,,,unknown,10.0
34071,tt6566878,5 wins.,,,unknown,5.0,,,,
34113,tt1537956,6 wins & 3 nominations.,,,unknown,6.0,,,unknown,3.0
34120,tt2513862,1 win.,,,unknown,1.0,,,,
34160,tt0496218,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
34169,tt2373862,3 wins.,,,unknown,3.0,,,,
34171,tt0348572,2 nominations.,,,,,,,unknown,2.0
34183,tt4023930,1 nomination.,,,,,,,unknown,1.0
34190,tt1523493,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
34211,tt1038110,5 wins & 1 nomination.,,,unknown,5.0,,,unknown,1.0
34218,tt4636314,1 nomination.,,,,,,,unknown,1.0
34258,tt2121285,1 nomination.,,,,,,,unknown,1.0
34261,tt1924326,1 nomination.,,,,,,,unknown,1.0
34284,tt0320403,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
34290,tt6918896,1 nomination.,,,,,,,unknown,1.0
34298,tt7504360,1 nomination.,,,,,,,unknown,1.0
34309,tt0058288,nominated for 1 oscar. another 1 nomination.,,,,,oscar,1.0,unknown,1.0
34324,tt0923885,7 wins.,,,unknown,7.0,,,,
34328,tt3655972,3 wins & 15 nominations.,,,unknown,3.0,,,unknown,15.0
34344,tt1529567,2 wins.,,,unknown,2.0,,,,
34350,tt0325018,6 wins.,,,unknown,6.0,,,,
34351,tt1313139,2 nominations.,,,,,,,unknown,2.0
34353,tt0113661,1 win.,,,unknown,1.0,,,,
34359,tt0236638,1 win & 3 nominations.,,,unknown,1.0,,,unknown,3.0
34369,tt0061034,nominated for 1 oscar. another 1 nomination.,,,,,oscar,1.0,unknown,1.0
34371,tt6676592,1 nomination.,,,,,,,unknown,1.0
34375,tt0283900,8 wins & 9 nominations.,,,unknown,8.0,,,unknown,9.0
34389,tt0043067,1 nomination.,,,,,,,unknown,1.0
34393,tt6497630,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
34416,tt1056435,4 wins & 10 nominations.,,,unknown,4.0,,,unknown,10.0
34418,tt0354777,1 win.,,,unknown,1.0,,,,
34428,tt0120889,won 1 oscar. another 6 wins & 2 nominations.,oscar,1.0,unknown,6.0,,,unknown,2.0
34430,tt2100575,1 nomination.,,,,,,,unknown,1.0
34432,tt2079514,2 nominations.,,,,,,,unknown,2.0
34450,tt4002772,1 win.,,,unknown,1.0,,,,
34459,tt0137126,1 nomination.,,,,,,,unknown,1.0
34461,tt1925446,1 nomination.,,,,,,,unknown,1.0
34474,tt0268509,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
34478,tt0429153,1 nomination.,,,,,,,unknown,1.0
34486,tt0168810,1 nomination.,,,,,,,unknown,1.0
34507,tt1135961,4 wins & 5 nominations.,,,unknown,4.0,,,unknown,5.0
34525,tt0192255,1 win & 3 nominations.,,,unknown,1.0,,,unknown,3.0
34530,tt5807628,1 nomination.,,,,,,,unknown,1.0
34535,tt0349859,1 win.,,,unknown,1.0,,,,
34550,tt2538222,4 wins & 11 nominations.,,,unknown,4.0,,,unknown,11.0
34551,tt1006908,1 win & 3 nominations.,,,unknown,1.0,,,unknown,3.0
34571,tt2206354,1 win.,,,unknown,1.0,,,,
34592,tt2196059,1 win.,,,unknown,1.0,,,,
34597,tt1389139,1 nomination.,,,,,,,unknown,1.0
34612,tt0294533,1 win.,,,unknown,1.0,,,,
34620,tt2848484,2 wins.,,,unknown,2.0,,,,
34622,tt0337634,4 wins.,,,unknown,4.0,,,,
34629,tt3634582,1 nomination.,,,,,,,unknown,1.0
34693,tt3239708,7 wins & 3 nominations.,,,unknown,7.0,,,unknown,3.0
34696,tt0144969,2 nominations.,,,,,,,unknown,2.0
34697,tt0073083,nominated for 1 golden globe. another 1 nomination.,,,,,golden globe,1.0,unknown,1.0
34738,tt3830128,1 nomination.,,,,,,,unknown,1.0
34769,tt1105729,4 nominations.,,,,,,,unknown,4.0
34771,tt1430074,1 win.,,,unknown,1.0,,,,
34778,tt2076785,2 nominations.,,,,,,,unknown,2.0
34789,tt7185492,2 nominations.,,,,,,,unknown,2.0
34795,tt0080104,3 wins.,,,unknown,3.0,,,,
34827,tt0076185,8 wins.,,,unknown,8.0,,,,
34832,tt0461770,nominated for 3 oscars. another 12 wins & 48 nominations.,,,unknown,12.0,oscar,3.0,unknown,48.0
34845,tt3583538,2 wins & 5 nominations.,,,unknown,2.0,,,unknown,5.0
34850,tt0300153,8 wins.,,,unknown,8.0,,,,
